Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
getHttpHeaderProperties().removeIf({ -> ... }),,,,25-08-2024 13:34:59,25-08-2024 13:34:59,0.000s,PASSED
getHttpHeaderProperties().add(authorizationHeader),,,,25-08-2024 13:34:59,25-08-2024 13:34:59,0.001s,PASSED
"groupId = getVariables().get(""groupId"")",,,,25-08-2024 13:34:59,25-08-2024 13:34:59,0.000s,PASSED
"println(""The groupId in the request body is: "" + groupId)",,,,25-08-2024 13:34:59,25-08-2024 13:34:59,0.000s,PASSED
res = sendRequest(req),,,,25-08-2024 13:34:59,25-08-2024 13:34:59,0.065s,PASSED
"verifyResponseStatusCode(res, expected.intValue(), CONTINUE_ON_FAILURE)",,,,25-08-2024 13:34:59,25-08-2024 13:34:59,0.004s,FAILED
responseText = res.getResponseText(),,,,25-08-2024 13:34:59,25-08-2024 13:34:59,0.000s,PASSED
if (responseText != null && !(trim().isEmpty())),,,,25-08-2024 13:34:59,25-08-2024 13:34:59,0.006s,PASSED
,,,,,,,
Test Cases/TC_Send File,,,,25-08-2024 13:34:59,25-08-2024 13:35:03,4.125s,FAILED
projectPath = getProjectDir(),,,,25-08-2024 13:34:59,25-08-2024 13:34:59,0.001s,PASSED
"filePath = projectPath + ""\"" + file",,,,25-08-2024 13:34:59,25-08-2024 13:34:59,0.000s,PASSED
"authorizationHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + internal.GlobalVariable.token))",,,,25-08-2024 13:34:59,25-08-2024 13:34:59,0.001s,PASSED
newId = generateUUIDv4(),,,,25-08-2024 13:34:59,25-08-2024 13:34:59,0.000s,PASSED
return java.util.UUID.randomUUID().toString(),,,,25-08-2024 13:34:59,25-08-2024 13:34:59,0.000s,PASSED
print(newId),,,,25-08-2024 13:34:59,25-08-2024 13:34:59,0.000s,PASSED
"req = findTestObject(""API_Send File"", [""senderId"":myId, ""groupId"":groupId, ""file"":filePath, ""id"":newId])",,,,25-08-2024 13:34:59,25-08-2024 13:34:59,0.028s,PASSED
getHttpHeaderProperties().removeIf({ -> ... }),,,,25-08-2024 13:34:59,25-08-2024 13:34:59,0.001s,PASSED
getHttpHeaderProperties().add(authorizationHeader),,,,25-08-2024 13:34:59,25-08-2024 13:34:59,0.000s,PASSED
"groupId = getVariables().get(""groupId"")",,,,25-08-2024 13:34:59,25-08-2024 13:34:59,0.000s,PASSED
"println(""The groupId in the request body is: "" + groupId)",,,,25-08-2024 13:34:59,25-08-2024 13:34:59,0.000s,PASSED
res = sendRequest(req),,,,25-08-2024 13:34:59,25-08-2024 13:35:03,4.073s,FAILED
,,,,,,,
Test Cases/TC_Send File,,,,25-08-2024 13:35:03,25-08-2024 13:35:03,0.089s,PASSED
projectPath = getProjectDir(),,,,25-08-2024 13:35:03,25-08-2024 13:35:03,0.000s,PASSED
"filePath = projectPath + ""\"" + file",,,,25-08-2024 13:35:03,25-08-2024 13:35:03,0.000s,PASSED
"authorizationHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + internal.GlobalVariable.token))",,,,25-08-2024 13:35:03,25-08-2024 13:35:03,0.000s,PASSED
newId = generateUUIDv4(),,,,25-08-2024 13:35:03,25-08-2024 13:35:03,0.000s,PASSED
return java.util.UUID.randomUUID().toString(),,,,25-08-2024 13:35:03,25-08-2024 13:35:03,0.000s,PASSED
print(newId),,,,25-08-2024 13:35:03,25-08-2024 13:35:03,0.000s,PASSED
"req = findTestObject(""API_Send File"", [""senderId"":myId, ""groupId"":groupId, ""file"":filePath, ""id"":newId])",,,,25-08-2024 13:35:03,25-08-2024 13:35:03,0.004s,PASSED
getHttpHeaderProperties().removeIf({ -> ... }),,,,25-08-2024 13:35:03,25-08-2024 13:35:03,0.000s,PASSED
getHttpHeaderProperties().add(authorizationHeader),,,,25-08-2024 13:35:03,25-08-2024 13:35:03,0.000s,PASSED
"groupId = getVariables().get(""groupId"")",,,,25-08-2024 13:35:03,25-08-2024 13:35:03,0.000s,PASSED
"println(""The groupId in the request body is: "" + groupId)",,,,25-08-2024 13:35:03,25-08-2024 13:35:03,0.000s,PASSED
res = sendRequest(req),,,,25-08-2024 13:35:03,25-08-2024 13:35:03,0.064s,PASSED
"verifyResponseStatusCode(res, expected.intValue(), CONTINUE_ON_FAILURE)",,,,25-08-2024 13:35:03,25-08-2024 13:35:03,0.002s,PASSED
responseText = res.getResponseText(),,,,25-08-2024 13:35:03,25-08-2024 13:35:03,0.001s,PASSED
if (responseText != null && !(trim().isEmpty())),,,,25-08-2024 13:35:03,25-08-2024 13:35:03,0.000s,PASSED
,,,,,,,
Test Cases/TC_Send File,,,,25-08-2024 13:35:03,25-08-2024 13:35:04,0.132s,PASSED
projectPath = getProjectDir(),,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.000s,PASSED
"filePath = projectPath + ""\"" + file",,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.000s,PASSED
"authorizationHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + internal.GlobalVariable.token))",,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.001s,PASSED
newId = generateUUIDv4(),,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.000s,PASSED
return java.util.UUID.randomUUID().toString(),,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.000s,PASSED
print(newId),,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.001s,PASSED
"req = findTestObject(""API_Send File"", [""senderId"":myId, ""groupId"":groupId, ""file"":filePath, ""id"":newId])",,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.010s,PASSED
getHttpHeaderProperties().removeIf({ -> ... }),,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.000s,PASSED
getHttpHeaderProperties().add(authorizationHeader),,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.000s,PASSED
"groupId = getVariables().get(""groupId"")",,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.001s,PASSED
"println(""The groupId in the request body is: "" + groupId)",,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.000s,PASSED
res = sendRequest(req),,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.101s,PASSED
"verifyResponseStatusCode(res, expected.intValue(), CONTINUE_ON_FAILURE)",,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.002s,PASSED
responseText = res.getResponseText(),,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.000s,PASSED
if (responseText != null && !(trim().isEmpty())),,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.001s,PASSED
,,,,,,,
Test Cases/TC_Send File,,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.122s,PASSED
projectPath = getProjectDir(),,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.000s,PASSED
"filePath = projectPath + ""\"" + file",,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.001s,PASSED
"authorizationHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + internal.GlobalVariable.token))",,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.000s,PASSED
newId = generateUUIDv4(),,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.000s,PASSED
return java.util.UUID.randomUUID().toString(),,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.001s,PASSED
print(newId),,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.000s,PASSED
"req = findTestObject(""API_Send File"", [""senderId"":myId, ""groupId"":groupId, ""file"":filePath, ""id"":newId])",,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.011s,PASSED
getHttpHeaderProperties().removeIf({ -> ... }),,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.000s,PASSED
getHttpHeaderProperties().add(authorizationHeader),,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.000s,PASSED
"groupId = getVariables().get(""groupId"")",,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.000s,PASSED
"println(""The groupId in the request body is: "" + groupId)",,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.000s,PASSED
res = sendRequest(req),,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.093s,PASSED
"verifyResponseStatusCode(res, expected.intValue(), CONTINUE_ON_FAILURE)",,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.002s,PASSED
responseText = res.getResponseText(),,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.000s,PASSED
if (responseText != null && !(trim().isEmpty())),,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.000s,PASSED
,,,,,,,
Test Cases/TC_Send File_InvalidField,,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.243s,PASSED
"authorizationHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + internal.GlobalVariable.token))",,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.003s,PASSED
newId = generateUUIDv4(),,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.001s,PASSED
return java.util.UUID.randomUUID().toString(),,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.002s,PASSED
"if (senderId == """")",,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.001s,PASSED
"else if (groupId == """")",,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.003s,PASSED
return java.util.UUID.randomUUID().toString(),,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.004s,PASSED
projectPath = getProjectDir(),,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.002s,PASSED
"filePath = projectPath + ""\"" + file",,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.002s,PASSED
"req = findTestObject(""API_Send File"", [""senderId"":senderId, ""groupId"":groupId, ""file"":filePath, ""id"":newId])",,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.007s,PASSED
getHttpHeaderProperties().removeIf({ -> ... }),,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.003s,PASSED
getHttpHeaderProperties().add(authorizationHeader),,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.002s,PASSED
res = sendRequest(req),,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.032s,PASSED
"verifyResponseStatusCode(res, expected.intValue(), CONTINUE_ON_FAILURE)",,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.002s,PASSED
,,,,,,,
Test Cases/TC_Send File_InvalidField,,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.095s,FAILED
"authorizationHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + internal.GlobalVariable.token))",,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.000s,PASSED
newId = generateUUIDv4(),,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.000s,PASSED
return java.util.UUID.randomUUID().toString(),,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.000s,PASSED
"if (senderId == """")",,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.003s,PASSED
return java.util.UUID.randomUUID().toString(),,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.000s,PASSED
projectPath = getProjectDir(),,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.001s,PASSED
"filePath = projectPath + ""\"" + file",,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.000s,PASSED
"req = findTestObject(""API_Send File"", [""senderId"":senderId, ""groupId"":groupId, ""file"":filePath, ""id"":newId])",,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.006s,PASSED
getHttpHeaderProperties().removeIf({ -> ... }),,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.001s,PASSED
getHttpHeaderProperties().add(authorizationHeader),,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.001s,PASSED
res = sendRequest(req),,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.061s,PASSED
"verifyResponseStatusCode(res, expected.intValue(), CONTINUE_ON_FAILURE)",,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.002s,FAILED
,,,,,,,
Test Cases/TC_Send File_EmptyField,,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.286s,FAILED
"authorizationHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + internal.GlobalVariable.token))",,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.002s,PASSED
projectPath = getProjectDir(),,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.001s,PASSED
"filePath = projectPath + ""\"" + file",,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.002s,PASSED
newId = generateUUIDv4(),,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.001s,PASSED
return java.util.UUID.randomUUID().toString(),,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.001s,PASSED
req = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.001s,PASSED
switch (no),,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.011s,PASSED
getHttpHeaderProperties().removeIf({ -> ... }),,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.004s,PASSED
getHttpHeaderProperties().add(authorizationHeader),,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.002s,PASSED
"groupId = getVariables().get(""groupId"")",,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.001s,PASSED
"println(""The groupId in the request body is: "" + groupId)",,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.002s,PASSED
res = sendRequest(req),,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.059s,PASSED
"verifyResponseStatusCode(res, expected.intValue(), CONTINUE_ON_FAILURE)",,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.005s,FAILED
responseText = res.getResponseText(),,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.002s,PASSED
if (responseText != null && !(trim().isEmpty())),,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.003s,PASSED
,,,,,,,
Test Cases/TC_Send File_EmptyField,,,,25-08-2024 13:35:04,25-08-2024 13:35:05,0.071s,FAILED
"authorizationHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + internal.GlobalVariable.token))",,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.000s,PASSED
projectPath = getProjectDir(),,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.001s,PASSED
"filePath = projectPath + ""\"" + file",,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.000s,PASSED
newId = generateUUIDv4(),,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.000s,PASSED
return java.util.UUID.randomUUID().toString(),,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.000s,PASSED
req = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.001s,PASSED
switch (no),,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.009s,PASSED
getHttpHeaderProperties().removeIf({ -> ... }),,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.001s,PASSED
getHttpHeaderProperties().add(authorizationHeader),,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.000s,PASSED
"groupId = getVariables().get(""groupId"")",,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.000s,PASSED
"println(""The groupId in the request body is: "" + groupId)",,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.001s,PASSED
res = sendRequest(req),,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.037s,PASSED
"verifyResponseStatusCode(res, expected.intValue(), CONTINUE_ON_FAILURE)",,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.003s,FAILED
responseText = res.getResponseText(),,,,25-08-2024 13:35:04,25-08-2024 13:35:04,0.000s,PASSED
if (responseText != null && !(trim().isEmpty())),,,,25-08-2024 13:35:04,25-08-2024 13:35:05,0.002s,PASSED
,,,,,,,
Test Cases/TC_Send File_EmptyField,,,,25-08-2024 13:35:05,25-08-2024 13:35:05,0.058s,PASSED
"authorizationHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + internal.GlobalVariable.token))",,,,25-08-2024 13:35:05,25-08-2024 13:35:05,0.001s,PASSED
projectPath = getProjectDir(),,,,25-08-2024 13:35:05,25-08-2024 13:35:05,0.000s,PASSED
"filePath = projectPath + ""\"" + file",,,,25-08-2024 13:35:05,25-08-2024 13:35:05,0.000s,PASSED
newId = generateUUIDv4(),,,,25-08-2024 13:35:05,25-08-2024 13:35:05,0.001s,PASSED
return java.util.UUID.randomUUID().toString(),,,,25-08-2024 13:35:05,25-08-2024 13:35:05,0.000s,PASSED
req = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,,,,25-08-2024 13:35:05,25-08-2024 13:35:05,0.000s,PASSED
switch (no),,,,25-08-2024 13:35:05,25-08-2024 13:35:05,0.009s,PASSED
getHttpHeaderProperties().removeIf({ -> ... }),,,,25-08-2024 13:35:05,25-08-2024 13:35:05,0.000s,PASSED
getHttpHeaderProperties().add(authorizationHeader),,,,25-08-2024 13:35:05,25-08-2024 13:35:05,0.000s,PASSED
"groupId = getVariables().get(""groupId"")",,,,25-08-2024 13:35:05,25-08-2024 13:35:05,0.000s,PASSED
"println(""The groupId in the request body is: "" + groupId)",,,,25-08-2024 13:35:05,25-08-2024 13:35:05,0.000s,PASSED
res = sendRequest(req),,,,25-08-2024 13:35:05,25-08-2024 13:35:05,0.029s,PASSED
"verifyResponseStatusCode(res, expected.intValue(), CONTINUE_ON_FAILURE)",,,,25-08-2024 13:35:05,25-08-2024 13:35:05,0.002s,PASSED
responseText = res.getResponseText(),,,,25-08-2024 13:35:05,25-08-2024 13:35:05,0.000s,PASSED
if (responseText != null && !(trim().isEmpty())),,,,25-08-2024 13:35:05,25-08-2024 13:35:05,0.000s,PASSED
,,,,,,,
Test Cases/TC_Send File_Authorization,,,,25-08-2024 13:35:05,25-08-2024 13:35:05,0.199s,PASSED
"tokenValue = """"",,,,25-08-2024 13:35:05,25-08-2024 13:35:05,0.002s,PASSED
"if (tokenState == ""empty"")",,,,25-08-2024 13:35:05,25-08-2024 13:35:05,0.002s,PASSED
projectPath = getProjectDir(),,,,25-08-2024 13:35:05,25-08-2024 13:35:05,0.001s,PASSED
"filePath = projectPath + ""\"" + file",,,,25-08-2024 13:35:05,25-08-2024 13:35:05,0.001s,PASSED
"authorizationHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, tokenValue)",,,,25-08-2024 13:35:05,25-08-2024 13:35:05,0.002s,PASSED
newId = generateUUIDv4(),,,,25-08-2024 13:35:05,25-08-2024 13:35:05,0.000s,PASSED
return java.util.UUID.randomUUID().toString(),,,,25-08-2024 13:35:05,25-08-2024 13:35:05,0.002s,PASSED
"req = findTestObject(""API_Send File"", [""senderId"":myId, ""groupId"":groupId, ""file"":filePath, ""id"":newId])",,,,25-08-2024 13:35:05,25-08-2024 13:35:05,0.004s,PASSED
getHttpHeaderProperties().removeIf({ -> ... }),,,,25-08-2024 13:35:05,25-08-2024 13:35:05,0.004s,PASSED
getHttpHeaderProperties().add(authorizationHeader),,,,25-08-2024 13:35:05,25-08-2024 13:35:05,0.002s,PASSED
res = sendRequest(req),,,,25-08-2024 13:35:05,25-08-2024 13:35:05,0.021s,PASSED
"verifyResponseStatusCode(res, expected.intValue(), CONTINUE_ON_FAILURE)",,,,25-08-2024 13:35:05,25-08-2024 13:35:05,0.003s,PASSED
,,,,,,,
Test Cases/TC_Send File_Authorization,,,,25-08-2024 13:35:05,25-08-2024 13:35:05,0.042s,PASSED
"tokenValue = """"",,,,25-08-2024 13:35:05,25-08-2024 13:35:05,0.000s,PASSED
"if (tokenState == ""empty"")",,,,25-08-2024 13:35:05,25-08-2024 13:35:05,0.001s,PASSED
"else if (tokenState == ""incorrect"")",,,,25-08-2024 13:35:05,25-08-2024 13:35:05,0.000s,PASSED
projectPath = getProjectDir(),,,,25-08-2024 13:35:05,25-08-2024 13:35:05,0.000s,PASSED
"filePath = projectPath + ""\"" + file",,,,25-08-2024 13:35:05,25-08-2024 13:35:05,0.000s,PASSED
"authorizationHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, tokenValue)",,,,25-08-2024 13:35:05,25-08-2024 13:35:05,0.001s,PASSED
newId = generateUUIDv4(),,,,25-08-2024 13:35:05,25-08-2024 13:35:05,0.000s,PASSED
return java.util.UUID.randomUUID().toString(),,,,25-08-2024 13:35:05,25-08-2024 13:35:05,0.000s,PASSED
"req = findTestObject(""API_Send File"", [""senderId"":myId, ""groupId"":groupId, ""file"":filePath, ""id"":newId])",,,,25-08-2024 13:35:05,25-08-2024 13:35:05,0.006s,PASSED
getHttpHeaderProperties().removeIf({ -> ... }),,,,25-08-2024 13:35:05,25-08-2024 13:35:05,0.000s,PASSED
getHttpHeaderProperties().add(authorizationHeader),,,,25-08-2024 13:35:05,25-08-2024 13:35:05,0.000s,PASSED
res = sendRequest(req),,,,25-08-2024 13:35:05,25-08-2024 13:35:05,0.015s,PASSED
"verifyResponseStatusCode(res, expected.intValue(), CONTINUE_ON_FAILURE)",,,,25-08-2024 13:35:05,25-08-2024 13:35:05,0.002s,PASSED
